"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"351","250189","PI 561072","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250189_LeafPhotoA_2025-10-01%2009_56_55.195-05_00.jpg","2025-10-01 09:56:55.849-05:00"," ","","1","SM-A166U1"
"351","250189","PI 561072","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250189_LeafPhotoA_2025-10-01%2009_57_14.064-05_00.jpg","2025-10-01 09:57:14.737-05:00"," ","","2","SM-A166U1"
"351","250189","PI 561072","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250189_LeafPhotoA_2025-10-01%2009_57_38.474-05_00.jpg","2025-10-01 09:57:39.080-05:00"," ","","3","SM-A166U1"
"534","250188","PI 597958","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250188_LeafPhotoA_2025-10-01%2009_58_11.514-05_00.jpg","2025-10-01 09:58:12.237-05:00"," ","","1","SM-A166U1"
"534","250188","PI 597958","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250188_LeafPhotoA_2025-10-01%2009_58_34.858-05_00.jpg","2025-10-01 09:58:35.545-05:00"," ","","2","SM-A166U1"
"534","250188","PI 597958","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250188_LeafPhotoA_2025-10-01%2009_58_48.478-05_00.jpg","2025-10-01 09:58:49.130-05:00"," ","","3","SM-A166U1"
"629","250187","PI 656010","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250187_LeafPhotoA_2025-10-01%2009_59_21.799-05_00.jpg","2025-10-01 09:59:22.546-05:00"," ","","1","SM-A166U1"
"629","250187","PI 656010","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250187_LeafPhotoA_2025-10-01%2009_59_36.907-05_00.jpg","2025-10-01 09:59:37.582-05:00"," ","","2","SM-A166U1"
"629","250187","PI 656010","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250187_LeafPhotoA_2025-10-01%2009_59_56.706-05_00.jpg","2025-10-01 09:59:57.422-05:00"," ","","3","SM-A166U1"
"297","250186","PI 534053","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250186_LeafPhotoA_2025-10-01%2010_00_21.405-05_00.jpg","2025-10-01 10:00:22.180-05:00"," ","","1","SM-A166U1"
"297","250186","PI 534053","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250186_LeafPhotoA_2025-10-01%2010_00_40.356-05_00.jpg","2025-10-01 10:00:41.027-05:00"," ","","2","SM-A166U1"
"297","250186","PI 534053","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250186_LeafPhotoA_2025-10-01%2010_00_55.735-05_00.jpg","2025-10-01 10:00:56.423-05:00"," ","","3","SM-A166U1"
"258","250185","PI 533913","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250185_LeafPhotoA_2025-10-01%2010_01_24.636-05_00.jpg","2025-10-01 10:01:25.346-05:00"," ","","1","SM-A166U1"
"258","250185","PI 533913","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250185_LeafPhotoA_2025-10-01%2010_01_46.630-05_00.jpg","2025-10-01 10:01:47.419-05:00"," ","","2","SM-A166U1"
"258","250185","PI 533913","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250185_LeafPhotoA_2025-10-01%2010_02_04.028-05_00.jpg","2025-10-01 10:02:04.749-05:00"," ","","3","SM-A166U1"
"325","250184","PI 534138","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250184_LeafPhotoA_2025-10-01%2010_02_33.400-05_00.jpg","2025-10-01 10:02:34.025-05:00"," ","","1","SM-A166U1"
"325","250184","PI 534138","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250184_LeafPhotoA_2025-10-01%2010_03_00.026-05_00.jpg","2025-10-01 10:03:00.833-05:00"," ","","2","SM-A166U1"
"325","250184","PI 534138","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250184_LeafPhotoA_2025-10-01%2010_03_27.283-05_00.jpg","2025-10-01 10:03:28.065-05:00"," ","","3","SM-A166U1"
"261","250183","PI 533921","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250183_LeafPhotoA_2025-10-01%2010_03_56.303-05_00.jpg","2025-10-01 10:03:56.987-05:00"," ","","1","SM-A166U1"
"261","250183","PI 533921","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250183_LeafPhotoA_2025-10-01%2010_04_16.220-05_00.jpg","2025-10-01 10:04:16.922-05:00"," ","","2","SM-A166U1"
"261","250183","PI 533921","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250183_LeafPhotoA_2025-10-01%2010_04_32.658-05_00.jpg","2025-10-01 10:04:33.394-05:00"," ","","3","SM-A166U1"
"354","250182","PI 561472","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250182_LeafPhotoA_2025-10-01%2010_05_08.924-05_00.jpg","2025-10-01 10:05:09.630-05:00"," ","","1","SM-A166U1"
"354","250182","PI 561472","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250182_LeafPhotoA_2025-10-01%2010_05_24.656-05_00.jpg","2025-10-01 10:05:25.321-05:00"," ","","2","SM-A166U1"
"354","250182","PI 561472","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250182_LeafPhotoA_2025-10-01%2010_05_40.838-05_00.jpg","2025-10-01 10:05:41.675-05:00"," ","","3","SM-A166U1"
"260","250181","PI 533919","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250181_LeafPhotoA_2025-10-01%2010_06_11.274-05_00.jpg","2025-10-01 10:06:11.946-05:00"," ","","1","SM-A166U1"
"260","250181","PI 533919","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250181_LeafPhotoA_2025-10-01%2010_06_24.615-05_00.jpg","2025-10-01 10:06:25.415-05:00"," ","","2","SM-A166U1"
"260","250181","PI 533919","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250181_LeafPhotoA_2025-10-01%2010_06_49.073-05_00.jpg","2025-10-01 10:06:49.756-05:00"," ","","3","SM-A166U1"
"265","250180","PI 533937","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250180_LeafPhotoA_2025-10-01%2010_07_28.155-05_00.jpg","2025-10-01 10:07:28.828-05:00"," ","","1","SM-A166U1"
"265","250180","PI 533937","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250180_LeafPhotoA_2025-10-01%2010_07_44.952-05_00.jpg","2025-10-01 10:07:45.652-05:00"," ","","2","SM-A166U1"
"265","250180","PI 533937","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250180_LeafPhotoA_2025-10-01%2010_08_01.555-05_00.jpg","2025-10-01 10:08:02.278-05:00"," ","","3","SM-A166U1"
"213","250179","PI 533754","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250179_LeafPhotoA_2025-10-01%2010_08_58.192-05_00.jpg","2025-10-01 10:08:58.878-05:00"," ","","1","SM-A166U1"
"213","250179","PI 533754","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250179_LeafPhotoA_2025-10-01%2010_09_10.718-05_00.jpg","2025-10-01 10:09:11.457-05:00"," ","","2","SM-A166U1"
"213","250179","PI 533754","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250179_LeafPhotoA_2025-10-01%2010_09_32.734-05_00.jpg","2025-10-01 10:09:33.443-05:00"," ","","3","SM-A166U1"
"539","250178","PI 597966","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250178_LeafPhotoA_2025-10-01%2010_10_14.156-05_00.jpg","2025-10-01 10:10:15.070-05:00"," ","","1","SM-A166U1"
"539","250178","PI 597966","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250178_LeafPhotoA_2025-10-01%2010_10_28.381-05_00.jpg","2025-10-01 10:10:29.073-05:00"," ","","2","SM-A166U1"
"539","250178","PI 597966","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250178_LeafPhotoA_2025-10-01%2010_10_44.299-05_00.jpg","2025-10-01 10:10:45.015-05:00"," ","","3","SM-A166U1"
"475","250177","PI 576375","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250177_LeafPhotoA_2025-10-01%2010_11_08.393-05_00.jpg","2025-10-01 10:11:09.264-05:00"," ","","1","SM-A166U1"
"475","250177","PI 576375","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250177_LeafPhotoA_2025-10-01%2010_11_21.258-05_00.jpg","2025-10-01 10:11:22.081-05:00"," ","","2","SM-A166U1"
"475","250177","PI 576375","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250177_LeafPhotoA_2025-10-01%2010_11_34.133-05_00.jpg","2025-10-01 10:11:34.871-05:00"," ","","3","SM-A166U1"
"575","250193","PI 642791","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250193_LeafPhotoA_2025-10-01%2010_21_39.549-05_00.jpg","2025-10-01 10:21:40.467-05:00"," ","","1","SM-A166U1"
"575","250193","PI 642791","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250193_LeafPhotoA_2025-10-01%2010_21_56.665-05_00.jpg","2025-10-01 10:21:57.508-05:00"," ","","2","SM-A166U1"
"575","250193","PI 642791","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250193_LeafPhotoA_2025-10-01%2010_22_14.659-05_00.jpg","2025-10-01 10:22:15.337-05:00"," ","","3","SM-A166U1"
"229","250194","PI 533810","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250194_LeafPhotoA_2025-10-01%2010_22_45.230-05_00.jpg","2025-10-01 10:22:46.132-05:00"," ","","1","SM-A166U1"
"229","250194","PI 533810","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250194_LeafPhotoA_2025-10-01%2010_23_02.910-05_00.jpg","2025-10-01 10:23:03.718-05:00"," ","","2","SM-A166U1"
"229","250194","PI 533810","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250194_LeafPhotoA_2025-10-01%2010_23_30.737-05_00.jpg","2025-10-01 10:23:31.430-05:00"," ","","3","SM-A166U1"
"519","250195","PI 595720","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250195_LeafPhotoA_2025-10-01%2010_24_10.507-05_00.jpg","2025-10-01 10:24:11.237-05:00"," ","","1","SM-A166U1"
"519","250195","PI 595720","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250195_LeafPhotoA_2025-10-01%2010_24_27.794-05_00.jpg","2025-10-01 10:24:28.476-05:00"," ","","2","SM-A166U1"
"519","250195","PI 595720","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250195_LeafPhotoA_2025-10-01%2010_24_42.700-05_00.jpg","2025-10-01 10:24:43.433-05:00"," ","","3","SM-A166U1"
"521","250196","PI 595740","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250196_LeafPhotoA_2025-10-01%2010_25_05.842-05_00.jpg","2025-10-01 10:25:06.705-05:00"," ","","1","SM-A166U1"
"521","250196","PI 595740","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250196_LeafPhotoA_2025-10-01%2010_25_21.917-05_00.jpg","2025-10-01 10:25:22.580-05:00"," ","","2","SM-A166U1"
"521","250196","PI 595740","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250196_LeafPhotoA_2025-10-01%2010_25_43.341-05_00.jpg","2025-10-01 10:25:44.102-05:00"," ","","3","SM-A166U1"
"289","250197","PI 533996","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250197_LeafPhotoA_2025-10-01%2010_26_18.913-05_00.jpg","2025-10-01 10:26:19.813-05:00"," ","","1","SM-A166U1"
"289","250197","PI 533996","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250197_LeafPhotoA_2025-10-01%2010_26_34.484-05_00.jpg","2025-10-01 10:26:35.228-05:00"," ","","2","SM-A166U1"
"289","250197","PI 533996","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250197_LeafPhotoA_2025-10-01%2010_26_54.589-05_00.jpg","2025-10-01 10:26:55.390-05:00"," ","","3","SM-A166U1"
"593","250198","PI 655971","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250198_LeafPhotoA_2025-10-01%2010_27_21.608-05_00.jpg","2025-10-01 10:27:22.438-05:00"," ","","1","SM-A166U1"
"593","250198","PI 655971","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250198_LeafPhotoA_2025-10-01%2010_27_34.369-05_00.jpg","2025-10-01 10:27:35.108-05:00"," ","","2","SM-A166U1"
"593","250198","PI 655971","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250198_LeafPhotoA_2025-10-01%2010_27_58.905-05_00.jpg","2025-10-01 10:27:59.618-05:00"," ","","3","SM-A166U1"
"695","250199","PI 656100","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250199_LeafPhotoA_2025-10-01%2010_29_00.397-05_00.jpg","2025-10-01 10:29:01.369-05:00"," ","","1","SM-A166U1"
"695","250199","PI 656100","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250199_LeafPhotoA_2025-10-01%2010_29_15.936-05_00.jpg","2025-10-01 10:29:16.782-05:00"," ","","2","SM-A166U1"
"695","250199","PI 656100","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250199_LeafPhotoA_2025-10-01%2010_29_28.984-05_00.jpg","2025-10-01 10:29:29.933-05:00"," ","","3","SM-A166U1"
"600","250200","PI 655977","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250200_LeafPhotoA_2025-10-01%2010_29_51.727-05_00.jpg","2025-10-01 10:29:52.440-05:00"," ","","1","SM-A166U1"
"600","250200","PI 655977","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250200_LeafPhotoA_2025-10-01%2010_30_05.027-05_00.jpg","2025-10-01 10:30:05.767-05:00"," ","","2","SM-A166U1"
"600","250200","PI 655977","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250200_LeafPhotoA_2025-10-01%2010_30_18.524-05_00.jpg","2025-10-01 10:30:19.259-05:00"," ","","3","SM-A166U1"
"527","250201","PI 597946","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250201_LeafPhotoA_2025-10-01%2010_30_53.183-05_00.jpg","2025-10-01 10:30:53.946-05:00"," ","","1","SM-A166U1"
"527","250201","PI 597946","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250201_LeafPhotoA_2025-10-01%2010_31_13.775-05_00.jpg","2025-10-01 10:31:14.527-05:00"," ","","2","SM-A166U1"
"527","250201","PI 597946","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250201_LeafPhotoA_2025-10-01%2010_31_33.604-05_00.jpg","2025-10-01 10:31:34.382-05:00"," ","","3","SM-A166U1"
"527","250201","PI 597946","Rep 1","SAP","LeafPhotoNotesA","3 leaves from 1 plant","2025-10-01 10:31:56.090-05:00"," ","","1","SM-A166U1"
"614","250202","PI 655993","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250202_LeafPhotoA_2025-10-01%2010_32_28.801-05_00.jpg","2025-10-01 10:32:29.649-05:00"," ","","1","SM-A166U1"
"614","250202","PI 655993","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250202_LeafPhotoA_2025-10-01%2010_32_44.584-05_00.jpg","2025-10-01 10:32:45.441-05:00"," ","","2","SM-A166U1"
"614","250202","PI 655993","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250202_LeafPhotoA_2025-10-01%2010_33_00.005-05_00.jpg","2025-10-01 10:33:00.757-05:00"," ","","3","SM-A166U1"
"548","250203","PI 598069","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250203_LeafPhotoA_2025-10-01%2010_33_21.049-05_00.jpg","2025-10-01 10:33:21.830-05:00"," ","","1","SM-A166U1"
"548","250203","PI 598069","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250203_LeafPhotoA_2025-10-01%2010_33_31.112-05_00.jpg","2025-10-01 10:33:31.882-05:00"," ","","2","SM-A166U1"
"548","250203","PI 598069","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250203_LeafPhotoA_2025-10-01%2010_33_52.804-05_00.jpg","2025-10-01 10:33:53.608-05:00"," ","","3","SM-A166U1"
"601","250204","PI 655978","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250204_LeafPhotoA_2025-10-01%2010_34_18.875-05_00.jpg","2025-10-01 10:34:19.786-05:00"," ","","1","SM-A166U1"
"601","250204","PI 655978","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250204_LeafPhotoA_2025-10-01%2010_34_34.382-05_00.jpg","2025-10-01 10:34:35.137-05:00"," ","","2","SM-A166U1"
"601","250204","PI 655978","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250204_LeafPhotoA_2025-10-01%2010_34_55.061-05_00.jpg","2025-10-01 10:34:55.927-05:00"," ","","3","SM-A166U1"
"649","250205","PI 656036","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250205_LeafPhotoA_2025-10-01%2010_35_24.660-05_00.jpg","2025-10-01 10:35:25.450-05:00"," ","","1","SM-A166U1"
"649","250205","PI 656036","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250205_LeafPhotoA_2025-10-01%2010_35_54.143-05_00.jpg","2025-10-01 10:35:54.955-05:00"," ","","2","SM-A166U1"
